Lagoon_ID,Date/Time,Level_(m),Temp(℃),Specific_cond.(uS/cm),Lagoon_ID,Date/Time,Level_(m),Temp(℃),Specific_cond. (uS/cm) at Pz-8 (deep),Date/Time,Specific_cond. (uS/cm) at Pz-6 (shallow)
SL,8/16/21 12:00,0.646512385,6.715,23239.31893,KL,8/6/19 0:30,-0.2166667,9.357,36757.406,,
SL,8/16/21 12:15,0.616716381,6.725,23260.99291,KL,8/6/19 0:35,-0.2166667,,,,
SL,8/16/21 12:30,0.626356449,6.733,23202.97482,KL,8/6/19 0:40,-0.2166667,,,,
SL,8/16/21 12:45,0.64952637,6.797,23414.63031,KL,8/6/19 0:45,-0.2166667,9.3,37406.434,,
SL,8/16/21 13:00,0.616542351,6.775,23214.47679,KL,8/6/19 0:50,-0.22,,,,
SL,8/16/21 13:15,0.645800399,6.777,23207.50858,KL,8/6/19 0:55,-0.2233333,,,,
SL,8/16/21 13:30,0.623250342,6.813,23229.34021,KL,8/6/19 1:00,-0.2266667,9.246,37585.281,,
SL,8/16/21 13:45,0.624974428,6.852,23552.9951,KL,8/6/19 1:05,-0.2233333,,,,
SL,8/16/21 14:00,0.614844349,6.828,24110.8458,KL,8/6/19 1:10,-0.22,,,,
SL,8/16/21 14:15,0.61272637,6.82,24376.64991,KL,8/6/19 1:15,-0.2166667,9.23,37569.484,,
SL,8/16/21 14:30,0.623364326,6.815,23470.53277,KL,8/6/19 1:20,-0.2226667,,,,
SL,8/16/21 14:45,0.604920376,6.812,23375.61298,KL,8/6/19 1:25,-0.2286667,,,,
SL,8/16/21 15:00,0.619012272,6.856,23581.58589,KL,8/6/19 1:30,-0.2346667,9.207,37645.047,,
SL,8/16/21 15:15,0.61115822,6.88,23420.16939,KL,8/6/19 1:35,-0.2346667,,,,
SL,8/16/21 15:30,0.632156222,6.895,23695.8771,KL,8/6/19 1:40,-0.2346667,,,,
SL,8/16/21 15:45,0.61549629,6.93,24149.38929,KL,8/6/19 1:45,-0.2346667,9.092,37681.535,,
SL,8/16/21 16:00,0.600304281,6.96,24180.38173,KL,8/6/19 1:50,-0.235,,,,
SL,8/16/21 16:15,0.593732249,6.993,24295.3146,KL,8/6/19 1:55,-0.2353333,,,,
SL,8/16/21 16:30,0.631388299,7.036,24086.18429,KL,8/6/19 2:00,-0.2356667,8.946,37597.527,,
SL,8/16/21 16:45,0.570790297,7.019,23918.14235,KL,8/6/19 2:05,-0.228,,,,
SL,8/16/21 17:00,0.595292181,7.011,23784.32414,KL,8/6/19 2:10,-0.2203333,,,,
SL,8/16/21 17:15,0.6032762,7.015,23630.01718,KL,8/6/19 2:15,-0.2126667,8.872,37480.531,,
SL,8/16/21 17:30,0.564304168,7.045,23573.25636,KL,8/6/19 2:20,-0.225,,,,
SL,8/16/21 17:45,0.592956222,7.008,23331.66708,KL,8/6/19 2:25,-0.2373333,,,,
SL,8/16/21 18:00,0.578292181,7.008,23282.77306,KL,8/6/19 2:30,-0.2496667,8.873,37520.949,,
SL,8/16/21 18:15,0.551308163,6.994,23239.9825,KL,8/6/19 2:35,-0.2453333,,,,
SL,8/16/21 18:30,0.563436132,6.991,23223.40658,KL,8/6/19 2:40,-0.241,,,,
SL,8/16/21 18:45,0.551222147,7.005,23227.15201,KL,8/6/19 2:45,-0.2366667,8.89,37475.363,,
SL,8/16/21 19:00,0.561890184,7.024,23251.93605,KL,8/6/19 2:50,-0.2323333,,,,
SL,8/16/21 19:15,0.567624145,7.041,23276.27103,KL,8/6/19 2:55,-0.228,,,,
SL,8/16/21 19:30,0.535844122,7.024,23241.00674,KL,8/6/19 3:00,-0.2236667,8.875,37507.664,,
SL,8/16/21 19:45,0.530784077,7.03,23237.43366,KL,8/6/19 3:05,-0.224,,,,
SL,8/16/21 20:00,0.517168095,7.007,23236.47952,KL,8/6/19 3:10,-0.2243333,,,,
SL,8/16/21 20:15,0.519310048,6.984,23244.12206,KL,8/6/19 3:15,-0.2246667,8.88,37586.016,,
SL,8/16/21 20:30,0.504658107,6.969,23279.11414,KL,8/6/19 3:20,-0.2193333,,,,
SL,8/16/21 20:45,0.499692068,6.964,23320.76711,KL,8/6/19 3:25,-0.214,,,,
SL,8/16/21 21:00,0.488558107,6.961,23192.79747,KL,8/6/19 3:30,-0.2086667,8.858,37615.336,,
SL,8/16/21 21:15,0.468998061,6.95,23110.95462,KL,8/6/19 3:35,-0.2146667,,,,
SL,8/16/21 21:30,0.464940014,6.933,23070.49134,KL,8/6/19 3:40,-0.2206667,,,,
SL,8/16/21 21:45,0.451996177,6.904,23099.29789,KL,8/6/19 3:45,-0.2266667,8.829,37671.973,,
SL,8/16/21 22:00,0.451692068,6.851,23051.70952,KL,8/6/19 3:50,-0.22,,,,
SL,8/16/21 22:15,0.437742125,6.837,23210.2585,KL,8/6/19 3:55,-0.2133333,,,,
SL,8/16/21 22:30,0.415662102,6.745,23063.31706,KL,8/6/19 4:00,-0.2066667,8.827,37714.82,,
SL,8/16/21 22:45,0.419252113,6.688,22977.94118,KL,8/6/19 4:05,-0.2053333,,,,
SL,8/16/21 23:00,0.409616154,6.798,22839.48676,KL,8/6/19 4:10,-0.204,,,,
SL,8/16/21 23:15,0.422758107,6.743,22735.0912,KL,8/6/19 4:15,-0.2026667,8.763,37706.258,,
SL,8/16/21 23:30,0.39492015,6.664,22720.59752,KL,8/6/19 4:20,-0.2013333,,,,
SL,8/16/21 23:45,0.404070093,6.679,22666.27734,KL,8/6/19 4:25,-0.2,,,,
SL,8/17/21 0:00,0.353278084,6.695,22612.55719,KL,8/6/19 4:30,-0.1986667,8.731,37708.816,,
SL,8/17/21 0:15,0.369054111,6.695,22596.93958,KL,8/6/19 4:35,-0.1946667,,,,
SL,8/17/21 0:30,0.355926143,6.539,22715.05121,KL,8/6/19 4:40,-0.1906667,,,,
SL,8/17/21 0:45,0.362056109,6.498,22758.27037,KL,8/6/19 4:45,-0.1866667,8.731,37737.875,,
SL,8/17/21 1:00,0.362438129,6.413,22768.28065,KL,8/6/19 4:50,-0.185,,,,
SL,8/17/21 1:15,0.35390217,6.478,22746.52138,KL,8/6/19 4:55,-0.1833333,,,,
SL,8/17/21 1:30,0.346472204,6.56,22740.33587,KL,8/6/19 5:00,-0.1816667,8.731,37745.652,,
SL,8/17/21 1:45,0.377418152,6.44,22865.61705,KL,8/6/19 5:05,-0.1773333,,,,
SL,8/17/21 2:00,0.355088186,6.531,22863.6897,KL,8/6/19 5:10,-0.173,,,,
SL,8/17/21 2:15,0.370318152,6.493,22914.45718,KL,8/6/19 5:15,-0.1686667,8.78,37779.094,,
SL,8/17/21 2:30,0.358800172,6.5,22919.84127,KL,8/6/19 5:20,-0.1643333,,,,
SL,8/17/21 2:45,0.371898175,6.506,22810.09966,KL,8/6/19 5:25,-0.16,,,,
SL,8/17/21 3:00,0.375536132,6.495,22843.78473,KL,8/6/19 5:30,-0.1556667,8.79,37751.188,,
SL,8/17/21 3:15,0.381982193,6.487,22917.71207,KL,8/6/19 5:35,-0.1536667,,,,
SL,8/17/21 3:30,0.385578197,6.468,22879.59197,KL,8/6/19 5:40,-0.1516667,,,,
SL,8/17/21 3:45,0.399962215,6.462,22928.77122,KL,8/6/19 5:45,-0.1496667,8.769,37755.434,,
SL,8/17/21 4:00,0.399236245,6.412,22926.74774,KL,8/6/19 5:50,-0.146,,,,
SL,8/17/21 4:15,0.419052227,6.384,22899.56666,KL,8/6/19 5:55,-0.1423333,,,,
SL,8/17/21 4:30,0.41155822,6.37,22879.98087,KL,8/6/19 6:00,-0.1386667,8.699,37758.594,,
SL,8/17/21 4:45,0.469432249,6.332,22883.79293,KL,8/6/19 6:05,-0.1323333,,,,
SL,8/17/21 5:00,0.400036245,6.383,22882.77093,KL,8/6/19 6:10,-0.126,,,,
SL,8/17/21 5:15,0.422304281,6.333,22875.56251,KL,8/6/19 6:15,-0.1196667,8.443,37754.484,,
SL,8/17/21 5:30,0.464234247,6.254,22895.46938,KL,8/6/19 6:20,-0.1173333,,,,
SL,8/17/21 5:45,0.442488299,6.24,22883.16261,KL,8/6/19 6:25,-0.115,,,,
SL,8/17/21 6:00,0.487564326,6.213,22853.61868,KL,8/6/19 6:30,-0.1126667,8.486,37818.895,,
SL,8/17/21 6:15,0.472456336,6.201,22871.22208,KL,8/6/19 6:35,-0.105,,,,
SL,8/17/21 6:30,0.511804281,6.137,22877.60542,KL,8/6/19 6:40,-0.0973333,,,,
SL,8/17/21 6:45,0.521672317,6.176,22694.70105,KL,8/6/19 6:45,-0.0896667,8.512,37802.918,,
SL,8/17/21 7:00,0.539144349,6.232,22509.12526,KL,8/6/19 6:50,-0.0886667,,,,
SL,8/17/21 7:15,0.53590839,6.212,22465.39792,KL,8/6/19 6:55,-0.0876667,,,,
SL,8/17/21 7:30,0.535828367,6.242,22357.4035,KL,8/6/19 7:00,-0.0866667,8.466,37800.75,,
SL,8/17/21 7:45,0.501600399,6.329,22252.86476,KL,8/6/19 7:05,-0.0786667,,,,
SL,8/17/21 8:00,0.535552453,6.196,22372.25926,KL,8/6/19 7:10,-0.0706667,,,,
SL,8/17/21 8:15,0.567724485,6.175,22354.93184,KL,8/6/19 7:15,-0.0626667,8.402,37811.98,,
SL,8/17/21 8:30,0.546150456,6.211,22357.50216,KL,8/6/19 7:20,-0.056,,,,
SL,8/17/21 8:45,0.543348458,6.141,22566.23101,KL,8/6/19 7:25,-0.0493333,,,,
SL,8/17/21 9:00,0.54700251,6.122,22554.7844,KL,8/6/19 7:30,-0.0426667,8.506,37830.379,,
SL,8/17/21 9:15,0.550172431,6.074,22727.5214,KL,8/6/19 7:35,-0.046,,,,
SL,8/17/21 9:30,0.545196517,6.047,22720.55271,KL,8/6/19 7:40,-0.0493333,,,,
SL,8/17/21 9:45,0.542628481,6.033,22694.55096,KL,8/6/19 7:45,-0.0526667,8.451,37869.555,,
SL,8/17/21 10:00,0.528732476,6.05,22634.94364,KL,8/6/19 7:50,-0.0503333,,,,
SL,8/17/21 10:15,0.544698515,6.019,22622.90854,KL,8/6/19 7:55,-0.048,,,,
SL,8/17/21 10:30,0.545232476,6.043,22606.22363,KL,8/6/19 8:00,-0.0456667,8.43,37828.855,,
SL,8/17/21 10:45,0.53827654,6.063,22586.03483,KL,8/6/19 8:05,-0.0576667,,,,
SL,8/17/21 11:00,0.527550569,6.109,22500.24109,KL,8/6/19 8:10,-0.0696667,,,,
SL,8/17/21 11:15,0.507264666,6.139,22427.50249,KL,8/6/19 8:15,-0.0816667,8.442,37784.5,,
SL,8/17/21 11:30,0.523344576,6.183,22364.10865,KL,8/6/19 8:19,-0.0866667,,,,
SL,8/17/21 11:45,0.493490637,6.215,22353.0354,KL,8/6/19 8:24,-0.0916667,,,,
SL,8/17/21 12:00,0.47979663,6.231,22332.77833,KL,8/6/19 8:29,-0.0966667,8.508,37750.285,,
SL,8/17/21 12:15,0.46777066,6.223,22395.66986,KL,8/6/19 8:34,-0.1006667,,,,
SL,8/17/21 12:30,0.457854564,6.149,22484.67045,KL,8/6/19 8:39,-0.1046667,,,,
,,,,,KL,8/6/19 8:44,-0.1086667,8.59,37737.66,,
,,,,,KL,8/6/19 8:49,-0.0993333,,,,
,,,,,KL,8/6/19 8:54,-0.09,,,,
,,,,,KL,8/6/19 8:59,-0.0806667,8.632,37806.555,,
,,,,,KL,8/6/19 9:04,-0.0986667,,,,
,,,,,KL,8/6/19 9:09,-0.1166667,,,,
,,,,,KL,8/6/19 9:14,-0.1346667,8.717,36092.188,,
,,,,,KL,8/6/19 9:19,-0.1273333,,,,
,,,,,KL,8/6/19 9:24,-0.12,,,,
,,,,,KL,8/6/19 9:29,-0.1126667,8.743,36180.059,,
,,,,,KL,8/6/19 9:34,-0.1126667,,,,
,,,,,KL,8/6/19 9:39,-0.1126667,,,,
,,,,,KL,8/6/19 9:44,-0.1126667,8.793,36822.566,,
,,,,,KL,8/6/19 9:49,-0.1156667,,,,
,,,,,KL,8/6/19 9:54,-0.1186667,,,,
,,,,,KL,8/6/19 9:59,-0.1216667,8.832,35318.711,,
,,,,,KL,8/6/19 10:04,-0.1256667,,,,
,,,,,KL,8/6/19 10:09,-0.1296667,,,,
,,,,,KL,8/6/19 10:14,-0.1336667,8.827,35439.695,,
,,,,,KL,8/6/19 10:19,-0.1326667,,,,
,,,,,KL,8/6/19 10:24,-0.1316667,,,,
,,,,,KL,8/6/19 10:29,-0.1306667,8.815,35974.719,,
,,,,,KL,8/6/19 10:34,-0.1386667,,,,
,,,,,KL,8/6/19 10:39,-0.1466667,,,,
,,,,,KL,8/6/19 10:44,-0.1546667,8.724,35867.781,,
,,,,,KL,8/6/19 10:49,-0.1496667,,,,
,,,,,KL,8/6/19 10:54,-0.1446667,,,,
,,,,,KL,8/6/19 10:59,-0.1396667,8.629,36190.227,,
,,,,,KL,8/6/19 11:04,-0.1426667,,,,
,,,,,KL,8/6/19 11:09,-0.1456667,,,,
,,,,,KL,8/6/19 11:14,-0.1486667,8.436,35382.172,,
,,,,,KL,8/6/19 11:19,-0.1513333,,,,
,,,,,KL,8/6/19 11:24,-0.154,,,,
,,,,,KL,8/6/19 11:29,-0.1566667,8.516,35413.754,,
,,,,,KL,8/6/19 11:34,-0.158,,,,
,,,,,KL,8/6/19 11:39,-0.1593333,,,,
,,,,,KL,8/6/19 11:44,-0.1606667,8.607,35893.523,,
,,,,,KL,8/6/19 11:49,-0.1666667,,,,
,,,,,KL,8/6/19 11:54,-0.1726667,,,,
,,,,,KL,8/6/19 11:59,-0.1786667,8.669,36388.453,,
,,,,,KL,8/6/19 12:04,-0.181,,,,
,,,,,KL,8/6/19 12:09,-0.1833333,,,,
,,,,,KL,8/6/19 12:14,-0.1856667,8.782,36022.355,,
,,,,,KL,8/6/19 12:19,-0.1866667,,,,
,,,,,KL,8/6/19 12:24,-0.1876667,,,,
,,,,,KL,8/6/19 12:29,-0.1886667,8.826,35836.887,,
,,,,,KL,8/6/19 12:34,-0.1986667,,,,
,,,,,KL,8/6/19 12:39,-0.2086667,,,,
,,,,,KL,8/6/19 12:44,-0.2186667,8.872,35560.25,,
,,,,,KL,8/6/19 12:49,-0.2213333,,,,
,,,,,KL,8/6/19 12:54,-0.224,,,,
,,,,,KL,8/6/19 12:59,-0.2266667,8.85,36324.684,,
,,,,,KL,8/6/19 13:04,-0.2233333,,,,
,,,,,KL,8/6/19 13:09,-0.22,,,,
,,,,,KL,8/6/19 13:14,-0.2166667,8.919,34826.313,,
,,,,,KL,8/6/19 13:19,-0.2306667,,,,
,,,,,KL,8/6/19 13:24,-0.2446667,,,,
,,,,,KL,8/6/19 13:29,-0.2586667,8.932,34466.566,,
,,,,,KL,8/6/19 13:34,-0.2506667,,,,
,,,,,KL,8/6/19 13:39,-0.2426667,,,,
,,,,,KL,8/6/19 13:44,-0.2346667,8.984,33803.203,,
,,,,,KL,8/6/19 13:49,-0.2353333,,,,
,,,,,KL,8/6/19 13:54,-0.236,,,,
,,,,,KL,8/6/19 13:59,-0.2366667,9.051,33979.086,,
,,,,,KL,8/6/19 14:04,-0.2463333,,,,
,,,,,KL,8/6/19 14:09,-0.256,,,,
,,,,,KL,8/6/19 14:14,-0.2656667,9.425,34359.313,,
,,,,,KL,8/6/19 14:19,-0.2706667,,,,
,,,,,KL,8/6/19 14:24,-0.2756667,,,,
,,,,,KL,8/6/19 14:29,-0.2806667,9.364,34411.723,,
,,,,,KL,8/6/19 14:34,-0.2766667,,,,
,,,,,KL,8/6/19 14:39,-0.2726667,,,,
,,,,,KL,8/6/19 14:44,-0.2686667,9.477,30216.74,,
,,,,,KL,8/6/19 14:49,-0.2733333,,,,
,,,,,KL,8/6/19 14:54,-0.278,,,,
,,,,,KL,8/6/19 14:59,-0.2826667,9.491,33622.344,,
,,,,,KL,8/6/19 15:04,-0.2733333,,,,
,,,,,KL,8/6/19 15:09,-0.264,,,,
,,,,,KL,8/6/19 15:14,-0.2546667,9.451,31006.686,,
,,,,,KL,8/6/19 15:19,-0.2616667,,,,
,,,,,KL,8/6/19 15:24,-0.2686667,,,,
,,,,,KL,8/6/19 15:29,-0.2756667,9.504,32087.781,,
,,,,,KL,8/6/19 15:34,-0.271,,,,
,,,,,KL,8/6/19 15:39,-0.2663333,,,,
,,,,,KL,8/6/19 15:44,-0.2616667,9.51,32357.494,,
,,,,,KL,8/6/19 15:49,-0.2586667,,,,
,,,,,KL,8/6/19 15:54,-0.2556667,,,,
,,,,,KL,8/6/19 15:59,-0.2526667,9.702,31551.154,,
,,,,,KL,8/6/19 16:04,-0.2466667,,,,
,,,,,KL,8/6/19 16:09,-0.2406667,,,,
,,,,,KL,8/6/19 16:14,-0.2346667,9.545,32212.566,,
,,,,,KL,8/6/19 16:19,-0.2423333,,,,
,,,,,KL,8/6/19 16:24,-0.25,,,,
,,,,,KL,8/6/19 16:29,-0.2576667,9.711,31330.182,,
,,,,,KL,8/6/19 16:34,-0.2603333,,,,
,,,,,KL,8/6/19 16:39,-0.263,,,,
,,,,,KL,8/6/19 16:44,-0.2656667,9.821,30848.205,,
,,,,,KL,8/6/19 16:49,-0.2523333,,,,
,,,,,KL,8/6/19 16:54,-0.239,,,,
,,,,,KL,8/6/19 16:59,-0.2256667,9.773,29775.387,,
,,,,,KL,8/6/19 17:04,-0.2436667,,,,
,,,,,KL,8/6/19 17:09,-0.2616667,,,,
,,,,,KL,8/6/19 17:14,-0.2796667,9.805,30904.605,,
,,,,,KL,8/6/19 17:19,-0.2566667,,,,
,,,,,KL,8/6/19 17:24,-0.2336667,,,,
,,,,,KL,8/6/19 17:29,-0.2106667,9.745,31082.617,,
,,,,,KL,8/6/19 17:34,-0.211,,,,
,,,,,KL,8/6/19 17:39,-0.2113333,,,,
,,,,,KL,8/6/19 17:44,-0.2116667,9.735,30386.139,,
,,,,,KL,8/6/19 17:49,-0.2153333,,,,
,,,,,KL,8/6/19 17:54,-0.219,,,,
,,,,,KL,8/6/19 17:59,-0.2226667,9.703,31492.359,,
,,,,,KL,8/6/19 18:04,-0.2126667,,,,
,,,,,KL,8/6/19 18:09,-0.2026667,,,,
,,,,,KL,8/6/19 18:14,-0.1926667,9.705,31046.467,,
,,,,,KL,8/6/19 18:19,-0.187,,,,
,,,,,KL,8/6/19 18:24,-0.1813333,,,,
,,,,,KL,8/6/19 18:29,-0.1756667,9.66,31485.953,,
,,,,,KL,8/6/19 18:34,-0.184,,,,
,,,,,KL,8/6/19 18:39,-0.1923333,,,,
,,,,,KL,8/6/19 18:44,-0.2006667,9.739,30768.85,,
,,,,,KL,8/6/19 18:49,-0.19,,,,
,,,,,KL,8/6/19 18:54,-0.1793333,,,,
,,,,,KL,8/6/19 18:59,-0.1686667,9.695,30355.342,,
,,,,,KL,8/6/19 19:04,-0.1746667,,,,
,,,,,KL,8/6/19 19:09,-0.1806667,,,,
,,,,,KL,8/6/19 19:14,-0.1866667,9.739,31312.955,,
,,,,,KL,8/6/19 19:19,-0.1863333,,,,
,,,,,KL,8/6/19 19:24,-0.186,,,,
,,,,,KL,8/6/19 19:29,-0.1856667,9.723,30894.131,,
,,,,,KL,8/6/19 19:34,-0.1863333,,,,
,,,,,KL,8/6/19 19:39,-0.187,,,,
,,,,,KL,8/6/19 19:44,-0.1876667,9.75,32650.443,,
,,,,,KL,8/6/19 19:49,-0.186,,,,
,,,,,KL,8/6/19 19:54,-0.1843333,,,,
,,,,,KL,8/6/19 19:59,-0.1826667,9.79,31454.016,,
,,,,,KL,8/6/19 20:04,-0.1816667,,,,
,,,,,KL,8/6/19 20:09,-0.1806667,,,,
,,,,,KL,8/6/19 20:14,-0.1796667,9.799,32361.461,,